created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Fri Sep 01 23:37:25 +0000 2023,1.69776E+18,Komisi VI DPR RI: Percepatan Ekosistem Kendaraan Listrik PLN Perlu Dukungan Seluruh Pihak - https://t.co/DuHzMc6CrN https://t.co/MkDkyXyb7i,0,0,0,0,in,130420120,1.69776E+18,beritamanado,https://twitter.com/beritamanado/status/1697755569795567784
Fri Sep 01 22:11:49 +0000 2023,1.69773E+18,Penggunaan transportasi massal dan konversi kendaraan listrik juga harus dilakukan dengan paralel. Karena itu,0,0,0,0,in,9.19936E+17,1.69752E+18,sebastyan_hp,https://twitter.com/sebastyan_hp/status/1697669080109683155
Fri Sep 01 17:53:44 +0000 2023,1.69767E+18,@combipharID 1. Tanem pohon yg banyak 2. Naek kendaraan umum 3. pake kendaraan listrik  @STblg  @NakimSuhardi1   #SehatEsokDimulaiKini,0,0,0,0,in,1.32763E+18,1.69758E+18,ibnuatto20,https://twitter.com/ibnuatto20/status/1697660482616955016
Fri Sep 01 17:19:34 +0000 2023,1.69766E+18,@TedInvestigasi @jokowi Bisnis kendaraan listrik om,0,1,0,0,in,2608742084,1.69748E+18,brattemoi,https://twitter.com/brattemoi/status/1697631817736863912
Fri Sep 01 15:25:40 +0000 2023,1.69763E+18,@detikcom para bandit masih berusaha keras biar rakyat dipaksa beli kendaraan listrik.,0,1,0,2,in,3302628571,1.69752E+18,Konde_001,https://twitter.com/Konde_001/status/1697630139088335338
Fri Sep 01 15:19:00 +0000 2023,1.69763E+18,@PKSejahtera @pakmul63 Paling ujung2nya rakyat disuruh beralih ke kendaraan listrik.,0,1,0,5,in,17128975,1.69762E+18,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1697615706634977656
Fri Sep 01 14:21:39 +0000 2023,1.69762E+18,FOTO: Menggantungkan Hidup di Atas Kendaraan Listrik India https://t.co/53ljgMvjWH,0,1,0,1,in,135795460,1.69761E+18,detikfinance,https://twitter.com/detikfinance/status/1697611948244762766
Fri Sep 01 14:06:43 +0000 2023,1.69761E+18,Pemerintah menyediakan 150 kendaraan listrik Wuling Air ev untuk mobilisasi staf delegasi peserta KTT ke-43 ASEAN. Mobil-mobil itu diparkir di kawasan GBK. https://t.co/Es0SWpL5fH,0,0,1,2,in,118646322,1.69761E+18,Bisniscom,https://twitter.com/Bisniscom/status/1697609777696899545
Fri Sep 01 13:58:05 +0000 2023,1.69761E+18,Joe Biden Siapkan Rp183 Triliun untuk Pabrik Retrofit Kendaraan Listrik https://t.co/JAvwHB817b,0,0,0,0,in,61203621,1.69751E+18,bareda,https://twitter.com/bareda/status/1697605502107345255
Fri Sep 01 13:41:06 +0000 2023,1.69761E+18,@vaniepink Khan semua udah pindah ke kendaraan listrik.,0,0,0,0,in,1.60833E+18,1.69677E+18,dagu_sakti21,https://twitter.com/dagu_sakti21/status/1697603564728979828
