created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Sat Sep 09 13:47:35 +0000 2023,1.70051E+18,Mengatasi Polusi: Bukan Sebatas Kendaraan Listrik https://t.co/GUEXOQ7crw,0,0,0,0,in,23786106,1.70051E+18,kompasiana,https://twitter.com/kompasiana/status/1700506239288107013
Sat Sep 09 13:15:08 +0000 2023,1.7005E+18,Target itu dipasang pemerintah seiring permintaan kendaraan listrik yang diproyeksi mencapai 55 juta unit tahun depan. #bisnisupdate #update #bisnis #text https://t.co/5RjjYAcYC5,0,0,2,2,in,7.59693E+17,1.7005E+18,kumparan,https://twitter.com/kumparan/status/1700498072655347993
Sat Sep 09 12:31:17 +0000 2023,1.70049E+18,Kita bisa berperan dalam menjaga kebersihan udara yang kita hirup. Cobalah untuk memilih kendaraan umum atau kendaraan listrik ketika berpindah tempat,0,0,0,1,in,848614550,1.70049E+18,e100ss,https://twitter.com/e100ss/status/1700486686155919457
Sat Sep 09 12:30:30 +0000 2023,1.70049E+18,Yu sama-sama berperan aktif dalam melindungi lingkungan! Dengan lebih sering menggunakan kendaraan umum daripada kendaraan pribadi atau beralih ke kendaraan listrik,0,0,0,0,in,1.66721E+18,1.70048E+18,alfatih212426,https://twitter.com/alfatih212426/status/1700478730513367547
Sat Sep 09 12:29:54 +0000 2023,1.70049E+18,Menperin Targetkan Efisiensi Baterai Kendaraan Listrik Capai 80 Persen pada 2030 https://t.co/47XKmsvw4S,0,0,1,0,in,1854261536,1.70047E+18,sabhatansabiz,https://twitter.com/sabhatansabiz/status/1700466648904601651
Sat Sep 09 11:58:17 +0000 2023,1.70048E+18,*Heru Budi Akan Wajibkan Pejabat DKI Pakai Kendaraan Listrik: Minimal Eselon IV?* https://t.co/CG0dUF8jXP,0,0,0,0,in,8.74558E+17,1.70046E+18,validnewsid,https://twitter.com/validnewsid/status/1700464455065424041
Sat Sep 09 11:10:16 +0000 2023,1.70047E+18,Menperin: Kandungan lokal kendaraan listrik capai 80 persen pada 2030 https://t.co/uG1cZBGrtp,0,0,0,0,in,388190238,1.70046E+18,IDNTimes,https://twitter.com/IDNTimes/status/1700457296005050799
Sat Sep 09 11:01:33 +0000 2023,1.70046E+18,Pengembangan ekosistem EV atau kendaraan listrik untuk mendukung keberlanjutan https://t.co/vkKxSmBWK2,0,0,0,0,in,18129942,1.70045E+18,tempodotco,https://twitter.com/tempodotco/status/1700447252777680926
Sat Sep 09 10:43:07 +0000 2023,1.70046E+18,Hari Kendaraan Listrik Sedunia,0,1,0,29,in,2259374834,1.70044E+18,mif_ulum_24,https://twitter.com/mif_ulum_24/status/1700443331204178369
Sat Sep 09 10:33:06 +0000 2023,1.70046E+18,Kandungan Lokal Kendaraan Listrik RI Ditarget Sampai 80 Persen di 2030 https://t.co/rfk7QqPjHq,0,0,0,0,in,1.68563E+18,1.70043E+18,Suryalanaa,https://twitter.com/Suryalanaa/status/1700434870684860594
Sat Sep 09 09:53:12 +0000 2023,1.70045E+18,Strategi Kemenperin agar Kandungan Lokal Kendaraan Listrik 80 Persen pada 2030 #TempoBisnis https://t.co/p0S65Qs9Vn,0,0,0,0,in,1.20388E+18,1.70043E+18,antarabiz,https://twitter.com/antarabiz/status/1700434652941729911
Sat Sep 09 09:37:37 +0000 2023,1.70044E+18,@speachace @tanyarlfes Udah dihadapkan dengan masalah polusi sampai ribut kendaraan listrik eh ini mlh ada orang goblok main2 flare bikin kebakaran besar Harus dikuhum berat ini,0,0,0,0,in,114154494,1.69969E+18,rudisarupa,https://twitter.com/rudisarupa/status/1700430431064375732
Sat Sep 09 09:35:57 +0000 2023,1.70044E+18,Jajal TMII dengan shuttle bus!  Hari ini (9/9) J5Crews sedang berjalan-jalan di TMII. Saat ini area inti TMII tidak bisa diakses selain kendaraan listrik,0,0,0,0,in,47274731,1.70042E+18,okezonenews,https://twitter.com/okezonenews/status/1700421280561090576
Sat Sep 09 09:04:00 +0000 2023,1.70043E+18,Semoga dengan adanya pabrik Baterai kendaraan listrik Indonesia semakin mendunia. Bahlil Mudahkan Investasi  #GoldenVisa,0,0,0,4,in,1.0034E+18,1.7004E+18,haechanciwaruga,https://twitter.com/haechanciwaruga/status/1700415495575625829
Sat Sep 09 09:03:08 +0000 2023,1.70043E+18,Menperin: Kandungan lokal kendaraan listrik capai 80 persen pada 2030 https://t.co/FWjMR2j2hv,,,,,,,,,
Sat Sep 09 08:46:21 +0000 2023,1.70043E+18,@Uki23 BBM gratis bagi kendaraan Listrik 🤭,,,,,,,,,
Sat Sep 09 08:10:00 +0000 2023,1.70042E+18,Jokowi Pastikan Indonesia Siap Pasok Baterai Kendaraan Listrik ke Amerika https://t.co/51FUDw6z5N,,,,,,,,,
Sat Sep 09 07:48:33 +0000 2023,1.70042E+18,Untuk menjamin konektivitas industri kendaraan listrik di kawasan,,,,,,,,,
Sat Sep 09 07:47:00 +0000 2023,1.70042E+18,@convomf makanya dosen transportku suka mention kendaraan listrik nih lama2 bisa jadi silent killer karna ga kedengeran 🫠 bisa jadi jg nanti bakal ngaruh ke infrastruktur for safety purposes,,,,,,,,,
Sat Sep 09 07:19:40 +0000 2023,1.70041E+18,Untuk menjamin konektivitas industri kendaraan listrik di kawasan,,,,,,,,,
Sat Sep 09 05:37:43 +0000 2023,1.70038E+18,#sobattangerang - Menuju Kota Tangerang yang Lebih Hijau dengan Kendaraan Listrik!  Jangan khawatir tentang baterai habis di tengah jalan,,,,,,,,,
