created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Sun Aug 27 23:52:27 +0000 2023,1.69595E+18,Indonesia Menuju Ekosistem Kendaraan Listrik,0,0,0,0,in,765754483,1.69566E+18,cowo_twit,https://twitter.com/cowo_twit/status/1695930540950774101
Sun Aug 27 23:22:06 +0000 2023,1.69594E+18,@tempodotco Lah bukannya suruh menyisihkan nyicil beli kendaraan listrik,0,1,0,0,in,163772776,1.6958E+18,vickyfarhan95,https://twitter.com/pritanaya/status/1695834117009457594
Sun Aug 27 22:45:24 +0000 2023,1.69593E+18,@KAI121 gamau tau &amp  ga peduli juga sampe pejabatnya sendiri yg naik transportasi umum tanpa ada anggaran buat beli kendaraan listrik.,0,0,0,0,in,8.95809E+17,1.69581E+18,naryo9408,https://twitter.com/vickyfarhan95/status/1695823495740157961
Sun Aug 27 19:34:06 +0000 2023,1.69588E+18,Sistem otonom tidak hanya dikembangkan pada kendaraan listrik,0,0,0,0,in,71236531,1.6956E+18,affanmauIana,https://twitter.com/naryo9408/status/1695807812251832448
Sun Aug 27 19:29:32 +0000 2023,1.69588E+18,Sistem otonom tidak hanya dikembangkan pada kendaraan listrik,0,0,0,0,in,8.95809E+17,1.6958E+18,naryo9408,https://twitter.com/affanmauIana/status/1695805966045139396
Sun Aug 27 17:52:43 +0000 2023,1.69586E+18,Masalah polusi tu si pemerintah ini kesannya malah wajibin orang buat naik kendaraan listrik segala buat pejabat. Transportasi umumnya yang jelas la gblkkk,0,0,0,0,in,1.62249E+18,1.6958E+18,JokoHar67908821,https://twitter.com/naryo9408/status/1695804877224739273
Sun Aug 27 15:40:02 +0000 2023,1.69582E+18,@yurfikam Padahal kalo PLTU untuk EV (re: kendaraan listrik) ini gak dibangun secara masif mungkin gak akan separah ini polusinya,0,0,0,0,in,1.38381E+18,1.69544E+18,DeddyKusdedi3,https://twitter.com/JokoHar67908821/status/1695803997704409439
Sun Aug 27 14:37:43 +0000 2023,1.69581E+18,Nama Produk:  Heartbeat  Sepeda listrik / Sepeda Motor Listrik / motor berkecepatan tinggi 48V berdaya tinggi / kendaraan listrik mewah kelas atas 35KM/H Harga Produk:  Rp5.990.000 Harga Diskon:  Rp3.650.000 | https://t.co/n2WlvwdIwU https://t.co/zX7gzLde1W,0,0,0,0,in,1.55632E+18,1.6958E+18,wonggenden9,https://twitter.com/Bisniscom/status/1695800591396786251
Sun Aug 27 14:30:23 +0000 2023,1.69581E+18,@jalur5_ Biar maksa warga make kendaraan listrik kan? Sales EV banget.,0,0,0,0,in,57320702,1.69579E+18,ramotgun,https://twitter.com/DeddyKusdedi3/status/1695799003647226051
Sun Aug 27 14:26:03 +0000 2023,1.6958E+18,Heartbeat  Sepeda listrik / Sepeda Motor Listrik / motor berkecepatan tinggi 48V berdaya tinggi / kendaraan listrik mewah kelas atas 35KM/H Harga Produk:  Rp5.990.000 Harga Diskon:  Rp3.650.000 | https://t.co/7rWaYQDwzN,0,0,0,0,in,1.56752E+18,1.69573E+18,DenyNurdin3,https://twitter.com/wonggenden9/status/1695796356244517044
Sun Aug 27 14:22:34 +0000 2023,1.6958E+18,Isu Polusi Udara Jakarta Untuk Muluskan Proyek Kendaraan Listrik dan IKN? https://t.co/flbjXXi2Cc,1,0,10,12,in,7.2159E+17,1.69578E+18,OmJ_JeNggot,https://twitter.com/ramotgun/status/1695791746805125245
Sun Aug 27 14:11:56 +0000 2023,1.6958E+18,@giginpraginanto Kendaraan listrik juga apa masuk kontrak dg China? Kalau iya termasuk didalamnya,0,0,0,0,in,1.60559E+18,1.69542E+18,SatPryd,https://twitter.com/DenyNurdin3/status/1695785045989134595
Sun Aug 27 14:02:43 +0000 2023,1.6958E+18,@OposisiCerdas Promosi kendaraan listrik ni ye,0,1,0,0,in,67122139,1.69578E+18,ivanjayawan,https://twitter.com/OmJ_JeNggot/status/1695784866024178025
Sun Aug 27 13:52:12 +0000 2023,1.6958E+18,Yess anda benar min... Sudah dipastikan ini rencana para oligarki program kendaraan listrik dan IKN. Framing2 sudah di mulai  Dan sepertinya jakarta sengaja di buat kotor oleh petugas partai.,0,1,0,0,in,35656558,1.69578E+18,quoide9,https://twitter.com/SatPryd/status/1695780348939178310
Sun Aug 27 13:33:53 +0000 2023,1.69579E+18,Lebih enak nyuruh ganti ke kendaraan listrik laaaahhh,0,2,0,0,in,328274913,1.69577E+18,afrizalh__,https://twitter.com/ivanjayawan/status/1695777609039458608
Sun Aug 27 13:07:15 +0000 2023,1.69579E+18,@tempodotco Gitu doooonk!!!! Kemaren ngapain lu nyuruh-nyuruh bli kendaraan listrik????,2,0,26,29,in,1.65511E+18,1.69529E+18,julian17426,https://twitter.com/quoide9/status/1695775540664561898
Sun Aug 27 13:06:32 +0000 2023,1.69578E+18,Cara Bajingan Menyelesaikan Masalah dgn cr Buat Masalah baru  Kendaraan Listrik Memang tdk ada Polusi Tapi 👉pembangkit Listriknya Mbuat Polusi Udara jauh Lbh Parah dr Polusi kendaraan Bermotor   Cukong yg buat polusi dpermudah  Pajak Rakyat utk beresin polusi  SOMPLAK ! https://t.co/OvrdVrsvRH,0,0,1,2,in,71436318,1.69575E+18,KompasTV,https://twitter.com/afrizalh__/status/1695766449774821418
Sun Aug 27 12:48:35 +0000 2023,1.69578E+18,@elisa_jkt Itu PJ GUBERNUR apa sales kendaraan listrik 🙈🙈🙈,0,0,0,1,in,238091066,1.69575E+18,InvestorID,https://twitter.com/julian17426/status/1695759477381947770
Sun Aug 27 12:37:42 +0000 2023,1.69578E+18,3. Efek kendaraan listrik terhadap polusi TIDAK akan signifikan selama mixed power source kita masih mayoritas dari batu bara dengan kualitas batu bara yg rendah. https://t.co/fhb11W8UaN,0,0,1,3,in,164778726,1.69574E+18,dusrimulya,https://twitter.com/KompasTV/status/1695750136906059990
Sun Aug 27 12:29:29 +0000 2023,1.69578E+18,Kepada yth bapak yang itu…yang malah minta bank kasih kredit buat beli kendaraan listrik.,0,0,0,0,in,1877707568,1.69569E+18,antonb168,https://twitter.com/InvestorID/status/1695748507116896578
Sun Aug 27 12:01:37 +0000 2023,1.69577E+18,@elisa_jkt Kalau ada solusi yg menguntungkan mentri pemilik proyek kendaraan listrik,0,1,0,0,in,1.25556E+18,1.69556E+18,defrynov,https://twitter.com/antaranews/status/1695745759436738857
Sun Aug 27 11:53:22 +0000 2023,1.69577E+18,Mulai muak dg apa2 solusinya kendaraan listrik 😵,0,0,0,0,in,1.62913E+18,1.69564E+18,Pejuang248,https://twitter.com/dikimahenra/status/1695741036256219448
Sun Aug 27 11:46:17 +0000 2023,1.69576E+18,Misalkan penggunaan kendaraan listrik udah masif namun polusi yang dihasilkan sama. Seenggaknya polusi itu terpusat,0,1,0,0,in,74995074,1.69572E+18,FGhaniP,https://twitter.com/Dompling7/status/1695740210578100698
Sun Aug 27 11:25:39 +0000 2023,1.69576E+18,@StopPlandemit Hati² kendaraan listrik... https://t.co/lEOg7GWGy8,0,0,0,0,in,38626363,1.69572E+18,damoniac,https://twitter.com/dusrimulya/status/1695735973706182857
Sun Aug 27 11:22:34 +0000 2023,1.69576E+18,Dorong Penggunaan Kendaraan Listrik,0,0,0,0,in,3271146871,1.69571E+18,XHIndonesia,https://twitter.com/egyptmoses911/status/1695732497974501618
Sun Aug 27 10:48:32 +0000 2023,1.69575E+18,Kata Heru Budi Terkait Rencana Pemprov DKI Tambah SPKLU Guna Dorong Penggunaan Kendaraan Listrik https://t.co/j8EjZpR1mN,0,0,1,0,in,1854261536,1.6957E+18,sabhatansabiz,https://twitter.com/genie037/status/1695732423743729710
Sun Aug 27 10:42:04 +0000 2023,1.69575E+18,India sedang menyusun kebijakan kendaraan listrik atau electric vehicle (EV) baru yang akan memangkas pajak impor bagi produsen mobil. https://t.co/NJppfJg3m7,0,0,0,0,in,8.87617E+17,1.69568E+18,suaraindonews_,https://twitter.com/antonb168/status/1695729353576022365
Sun Aug 27 10:37:39 +0000 2023,1.69575E+18,@SuzukiIndonesia min udah musim kendaraan listrik,0,0,0,0,in,1.54933E+18,1.69504E+18,ubss_,https://twitter.com/defrynov/status/1695726758677692741
Sun Aug 27 09:52:16 +0000 2023,1.69574E+18,Polusi terbesar Krn pabrik yg disalahin kendaraan doank  Ujungnya suruh beli Kendaraan Listrik yg sebagian besar dipegang ring 1 istana,0,0,0,0,in,18071520,1.69567E+18,antaranews,https://twitter.com/Pejuang248/status/1695726259937169560
Sun Aug 27 09:47:12 +0000 2023,1.69573E+18,Andy menuturkan bahwa beralih ke kendaraan listrik sangat menguntungkan masyarakat karena biaya operasionalnya lebih rendah. Sebagai gambaran,0,0,0,0,in,60553785,1.69545E+18,gb_sleepy,https://twitter.com/FGhaniP/status/1695721275623424272
Sun Aug 27 09:25:57 +0000 2023,1.69573E+18,@ekowboy2 Masa mau pilih guru yg bilang kendaraan listrik menimbulkan emisi lebih besar dari kendaraan bbm?  Mau jadi apa negara ini dipimpin guru bego?,0,0,0,0,in,1.45695E+18,1.69566E+18,news_wanheart,https://twitter.com/damoniac/status/1695718519353295338
Sun Aug 27 09:15:46 +0000 2023,1.69573E+18,Pemprov DKI Jakarta menghimbau tiap lapisan masyarakat untuk beralih ke pemakaian kendaraan listrik ramah lingkungan,0,1,0,0,in,1.37533E+18,1.69566E+18,BGS_PRYN,https://twitter.com/fadilasrii/status/1695714105607536664
Sun Aug 27 09:15:39 +0000 2023,1.69573E+18,@AbdulRachimmks Yang bilang kendaraan listrik tidak ada polusinya goblok,0,1,0,0,in,1.01513E+18,1.69565E+18,RGibranz,https://twitter.com/XHIndonesia/status/1695712754806427905
Sun Aug 27 09:13:40 +0000 2023,1.69573E+18,@adriansyahyasin SOLUSINYA TERBAIK : - GANJIL GENAP - KENDARAAN LISTRIK 😁😁😁,0,0,0,0,in,1.11877E+18,1.69544E+18,AlfandiZod,https://twitter.com/AlwiHusin/status/1695710585953124546
Sun Aug 27 08:53:51 +0000 2023,1.69572E+18,Pilihan lain ya sewa kendaraan listrik yang ada di sana. Tapi jatoh nya jadi mahal deh karena itungan nya per jam. Emang ga capek sih cuma yaa mayan tekor juga ya kalo jam-jaman gitu.,0,0,13,9,in,1.22952E+18,1.69564E+18,MediaKomando,https://twitter.com/belum_tersesat/status/1695708107635310941
Sun Aug 27 08:42:54 +0000 2023,1.69572E+18,PLN Terapkan Penggunaan Kendaraan Listrik untuk Operasional https://t.co/TnVYZEjTjq,0,0,0,0,in,385954080,1.69564E+18,asis_lillo,https://twitter.com/sabhatansabiz/status/1695696703700250932
Sun Aug 27 08:20:00 +0000 2023,1.69571E+18,Provinsi pegunungan di China akan bangun tiang pengisian daya kendaraan listrik di setiap kota https://t.co/gb0yAIEX0G https://t.co/nNiQk0QkeC,0,0,0,0,in,305657272,1.69564E+18,ilhamiasnawi,https://twitter.com/candyculaken/status/1695690612786512119
Sun Aug 27 07:16:13 +0000 2023,1.6957E+18,Provinsi pegunungan di China akan bangun tiang pengisian daya kendaraan listrik di setiap kota https://t.co/PIX8NRR9FB,0,0,0,0,in,3179542928,1.69563E+18,TVTempoChannel,https://twitter.com/suaraindonews_/status/1695681475918905431
Sun Aug 27 07:16:05 +0000 2023,1.6957E+18,Bagaimana nih bilang mantul surplus perdagangan?  Belum subsidi kendaraan listrik,0,2,3,4,in,212854360,1.69562E+18,diwahono,https://twitter.com/Beritasatu/status/1695674273174901119
Sun Aug 27 06:15:42 +0000 2023,1.69568E+18,Pemprov DKI dan Bank DKI Permudah ASN Beli Kendaraan Listrik https://t.co/AzgtLtR508 https://t.co/rNiDMfjyHh,0,0,0,0,in,1.69098E+18,1.69544E+18,Aris025282571,https://twitter.com/kompascom/status/1695673892814381250
