created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Sun Aug 20 23:58:17 +0000 2023,1.69341E+18,@tempodotco Kok maksa banget ya biar beralih ke kendaraan listrik milik Luhut dkk jongosnya,0,0,0,0,in,159713329,1.6931E+18,Big_G_Hermosa,https://twitter.com/Big_G_Hermosa/status/1693412169453654018
Sun Aug 20 23:57:32 +0000 2023,1.69341E+18,@OposisiCerdas Pastilah ada cuan dibalik kendaraan listrik. Gagal disubsidi maka minta para gubernur utk beli buat pemdanya. Begitulah kalau pengusaha dijadikan menteri. Apa ga baj***an namanya,0,0,0,0,in,1.47602E+18,1.6934E+18,GoblegAsal,https://twitter.com/GoblegAsal/status/1693411976977015050
Sun Aug 20 23:50:33 +0000 2023,1.69341E+18,@NovalNovian25 @txtdrjkt Kebijakan pemerintah koplak.. Trs nanti disuruh pk kendaraan listrik semua..,0,1,0,0,in,1.30494E+18,1.6932E+18,TriW1212,https://twitter.com/TriW1212/status/1693410223153881145
Sun Aug 20 23:46:16 +0000 2023,1.69341E+18,Gejalanya : Sering batuk2 dan minta diobatin pake kendaraan listrik dan pindah ibukota,1,2,1,14,in,230040721,1.69341E+18,Petruk_Cawe2,https://twitter.com/Petruk_Cawe2/status/1693409142294347801
Sun Aug 20 23:18:36 +0000 2023,1.6934E+18,@suryaamriza @PartaiSocmed @jokowi Tetapi jika kendaraan listrik itu di charge menggunakan listrik yg bersumber dari PLTU berarti produksi PLTU meningkat dan polusi yg dihasilkan pun meningkat. Tapi di weekend saat kendaraan berkurang polusi jakarta masih,0,0,0,0,in,2332613948,1.6934E+18,hdsambodo,https://twitter.com/hdsambodo/status/1693400271882469402
Sun Aug 20 23:11:01 +0000 2023,1.6934E+18,Pokoknya penyebabnya kendaraan berbahan bakar fosil Soalnya gw mau jualan kendaraan listrik Mantap kan gw..,0,0,0,1,in,2543953344,1.6934E+18,DavinaSastro,https://twitter.com/DavinaSastro/status/1693395337313218971
Sun Aug 20 22:51:59 +0000 2023,1.6934E+18,@OposisiCerdas Bisnis kendaraan listrik macet,0,0,0,0,in,1.38381E+18,1.6932E+18,DeddyKusdedi3,https://twitter.com/DeddyKusdedi3/status/1693390439959974113
Sun Aug 20 22:51:24 +0000 2023,1.6934E+18,Berarti kebijakan Jokowi memindahkan ibukota  dan kebijakan subsidi kendaraan listrik sudah benar.,0,0,0,0,in,317702236,1.6926E+18,asmobesari,https://twitter.com/asmobesari/status/1693356439543443947
Sun Aug 20 22:31:57 +0000 2023,1.69339E+18,@CNNIndonesia Bisnis kendaraan listrik bakal moncer.  Perlu dipelopri pemerintah terutama kendaraan tuk publik n mobil dinas pemerintah.  Krn mahal tdk perlu beli leasing sj,0,0,0,0,in,846543858,1.6932E+18,mohamad_yasir2,https://twitter.com/mohamad_yasir2/status/1693348501386899659
Sun Aug 20 21:30:30 +0000 2023,1.69337E+18,@CNNIndonesia Pj Gub mengimbau supaya asn pakai kendaraan listrik yg listriknya dihasilkan dari PLTU Batu bara..  Ga bakalan bersih dong udaranya,0,0,0,0,in,1.68769E+18,1.69334E+18,isuterkini001,https://twitter.com/isuterkini001/status/1693344673979314527
