created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Sat Aug 19 18:17:07 +0000 2023,1.69296E+18,@ramaArsy1 KENDARAAN LISTRIK BAHAYA...KALAU KEBAKAR  TIDAK  ADA  OBATNYA...MIRIS...,0,0,0,0,in,1.24969E+18,1.69253E+18,yaminhariyanto,https://twitter.com/yaminhariyanto/status/1692963923761455594
Sat Aug 19 18:13:04 +0000 2023,1.69296E+18,@CNNIndonesia Abis itu jurus jualan kendaraan listrik dikeluarin dah,0,0,0,0,in,1.14666E+18,1.69271E+18,Christ_Aysay,https://twitter.com/Christ_Aysay/status/1692962901727010974
Sat Aug 19 18:09:33 +0000 2023,1.69296E+18,@kompascom Dikata setiap pejabat pemprov DKI pada punya kendaraan listrik kali.ini sih ujung²nya proyek lg aja. Proyek pengadaan kendaraan listrik pejabat pemprov DKI utk berdinas /Kendaraan dinas Listrik. Mantab banget cara cari cuannya. Maaf jika ada y,0,0,0,0,in,3285024078,1.69245E+18,B280BBI,https://twitter.com/B280BBI/status/1692962018884751727
Sat Aug 19 18:02:32 +0000 2023,1.69296E+18,@BosPurwa Setuju... Wajibkan naik kendaraan umum bukan bikin anggaran beli kendaraan listrik hadehhhh 🙄🙄,0,0,0,0,in,1.57032E+18,1.69254E+18,sunggal24_medan,https://twitter.com/sunggal24_medan/status/1692960253305147567
Sat Aug 19 17:52:51 +0000 2023,1.69296E+18,Bisnis dari sektor kendaraan listrik nampaknya sedang mulai di jalankan. Lanjut..,0,0,0,0,in,1.68863E+18,1.69296E+18,HajjZurfami,https://twitter.com/HajjZurfami/status/1692957816460620286
Sat Aug 19 17:47:37 +0000 2023,1.69296E+18,@kompascom Dapet komisi dari penjualan.... ini PJ gubernur atau agen penjual kendaraan listrik ya...,0,0,0,0,in,1.60364E+18,1.69245E+18,Sapta_Setiyana,https://twitter.com/Sapta_Setiyana/status/1692956498245361818
Sat Aug 19 17:31:42 +0000 2023,1.69295E+18,Pejabat Dki Jkt baik nya menggunakan Kendaraan Umum yg di era Anies semua sdh terintegrasi dgn baik.  Ini msh lebih baik dari pada diarahkan utk membeli kendaraan listrik dgn memakai Subsidi dari APBN.  Kendaraan listrik jg bisa mengeluarkan polusi yg makin buat sesak Jakarta🤭 https://t.co/JI36ECtbz3,0,0,0,0,in,1.68298E+18,1.69295E+18,ahadnet392613,https://twitter.com/ahadnet392613/status/1692952492915745146
Sat Aug 19 17:09:23 +0000 2023,1.69295E+18,"@kompascom Solusi dr luhut ya cm itu kendaraan listrik"". Sesuai titipan dr pemerintah china""",0,0,0,0,in,1172513305,1.69245E+18,omanochi,https://twitter.com/omanochi/status/1692946878391001312
Sat Aug 19 16:57:37 +0000 2023,1.69294E+18,@kompascom Jangan2 kode mau pengadaan kendaraan listrik,0,0,0,0,in,1867657680,1.69245E+18,bajigurwizard,https://twitter.com/bajigurwizard/status/1692943916906271223
Sat Aug 19 16:15:45 +0000 2023,1.69293E+18,@PartaiSocmed KRL yg notabene kendaraan listrik j susahnya minta ampun utk peremajaan trainsetnya. Boro2 nambah trainset,0,0,0,0,in,91941244,1.69293E+18,antaranews_bali,https://twitter.com/antaranews_bali/status/1692932443802865723
Sat Aug 19 16:12:02 +0000 2023,1.69293E+18,PLN bantu kendaraan listrik untuk perpustakaan keliling di Denpasar https://t.co/DrqHNNYe59,0,0,0,1,in,1.24106E+18,1.69292E+18,OlopanAruan2,https://twitter.com/OlopanAruan2/status/1692931964029071459
Sat Aug 19 16:10:08 +0000 2023,1.69293E+18,@soeyoto1 Habis instruksikan WFH....selanjutanya instruksikan:wajib pake kendaraan listrik jualan gw!?,0,1,0,0,in,1.37248E+18,1.69293E+18,FardhuZ,https://twitter.com/FardhuZ/status/1692931071892181102
Sat Aug 19 16:06:35 +0000 2023,1.69293E+18,Dengan tumbuhnya pelanggan yang menggunakan home charging ini menjadi sinyal positif pertumbuhan kendaraan listrik di Indonesia.  #PLNAkselerasiEBT #PLNDukungEkosistemKBLBB #PLNElectrifyingYou,0,0,0,0,in,1.4123E+18,1.69246E+18,Karyono74158956,https://twitter.com/Karyono74158956/status/1692930911879536848
Sat Aug 19 16:05:57 +0000 2023,1.69293E+18,@CNNIndonesia Biar laku jualan kendaraan listrik e,0,1,0,0,in,1.4468E+18,1.69287E+18,triliuner007,https://twitter.com/triliuner007/status/1692928185607037181
Sat Aug 19 15:58:06 +0000 2023,1.69293E+18,@luculucuaaan kok bisa ya pejabat2 sampe hati bwt minta anggaran2 u/ hal ga jelas macem kendaraan listrik eselon2,0,0,0,0,in,56090013,1.69245E+18,abanese,https://twitter.com/abanese/status/1692927306795524468
Sat Aug 19 15:55:07 +0000 2023,1.69293E+18,@ajengcute16__ Emamg ada tulisan mobil listrik drun?? Kendaraan listrik ga harus mobil drun.,0,0,0,0,in,1592873942,1.69273E+18,FadeAndDie_,https://twitter.com/FadeAndDie_/status/1692924529704890752
Sat Aug 19 15:51:37 +0000 2023,1.69293E+18,@kompascom Kendaraan listrik kan bisa jadi KRL atau TJ juga sudah ada bus listrik,0,0,0,0,in,1.30987E+18,1.69278E+18,Wargabumidatar,https://twitter.com/Wargabumidatar/status/1692924204931592369
Sat Aug 19 15:41:39 +0000 2023,1.69292E+18,Nunggu pakai kendaraan listrik,0,0,0,0,in,7.47266E+17,1.69278E+18,ostani11,https://twitter.com/ostani11/status/1692923412321296861
Sat Aug 19 15:40:35 +0000 2023,1.69292E+18,@ilhampurnama887 kenapa buru2 pake kendaraan listrik sih buset.. kalo pembangkit listriknya masi pke batu bara ya sama aja boong,0,0,0,0,in,1.20388E+18,1.69292E+18,antarabiz,https://twitter.com/antarabiz/status/1692922397673066770
Sat Aug 19 15:39:18 +0000 2023,1.69292E+18,@liputan6dotcom Sales kendaraan listrik sedang bersabda..,0,0,0,0,in,9.35298E+17,1.69289E+18,MuhamadIsnaen12,https://twitter.com/MuhamadIsnaen12/status/1692921938648432685
Sat Aug 19 15:36:09 +0000 2023,1.69292E+18,@liputan6dotcom Ujung2nya kendaraan listrik. Hahaha udh ketebak bisnis siapa.,0,0,0,0,in,1.66105E+18,1.69283E+18,MadristaTe32569,https://twitter.com/MadristaTe32569/status/1692919057308324233
Sat Aug 19 15:32:07 +0000 2023,1.69292E+18,Bahlil yakin investasi ekosistem kendaraan listrik terus menanjak https://t.co/z9qph160Ig,0,0,0,0,in,1.69283E+18,1.69287E+18,olympsus,https://twitter.com/olympsus/status/1692911787757507005
